,Post Type,Profile Name,Date,Time,Likes,Text,AP,sentiment_output,sentiment_probability,English Text (Google Translate),Text_Clean,label,tokenized_review,tokenized_review,sent_bert_token_length,char_count
297,Google en El Salvador,Salomon Jovel,18-04-2024,16:30:28,3,Me gustan esas jestiones que hace mi presidente de El Salvador que Dios nos siga bendiciendo por ponerle buenas deciciones a nuestro presidente bukele,POS,POS,0.998495698,I like those things that my president of El Salvador makes. May God continue to bless us for making good decisions for our president Bukele.,me gustan esas jestiones que hace mi presidente de el salvador que dios nos siga bendiciendo por ponerle buenas deciciones a nuestro presidente bukele,0,Me gustan esas jestiones que hace mi presidente de El Salvador que Dios nos siga bendiciendo por ponerle buenas deciciones a nuestro presidente bukele,24,45,150
298,Google en El Salvador,Walter Henriquez,18-04-2024,15:44:44,3,Se ve el cambio  con nuestro  presidente  hemos salido  del hoyo  en que  vivíamos un país  el salvador  muy diferente,POS,NEG,0.902418673,"You can see the change with our president, we have come out of the hole in which we lived, a very different El Salvador country.",se ve el cambio  con nuestro  presidente  hemos salido  del hoyo  en que  viv amos un pa s  el salvador  muy diferente,0,Se ve el cambio con nuestro presidente hemos salido del hoyo en que viv í amos un pa í s el salvador muy diferente,24,33,118
299,Google en El Salvador,Noe Argueta,18-04-2024,23:46:46,3,"Somos de primer mundo,  competimos con Japan y USA",POS,POS,0.9808442,"We are first world, we compete with Japan and the USA",somos de primer mundo   competimos con japan y usa,0,"Somos de primer mundo , competimos con Japan y USA",10,15,50
300,Google en El Salvador,Morena Rivas,18-04-2024,20:59:14,3,"Google El Salvador,pasito a pasito va cambiando mi pequeño pulgarcito felicitaciones  presidente.",POS,POS,0.998183549,"Google El Salvador, step by step my little thumb is changing, congratulations president.",google el salvador pasito a pasito va cambiando mi peque o pulgarcito felicitaciones  presidente ,0,"Google El Salvador , pasito a pasito va cambiando mi peque ñ o pulgarcito felicitaciones presidente .",17,29,97
301,Google en El Salvador,Jasmine Summers,18-04-2024,02:25:00,3,Sensacional Viva ♥️♥️♥️♥️El Salvador,POS,POS,0.998656511,Sensational Viva ♥️♥️♥️♥️El Salvador,sensacional viva el salvador,0,Sensacional Viva ♥ ️ ♥ ️ ♥ ️ ♥ ️ El Salvador,12,11,28
302,Google en El Salvador,Richard Ronald Richetter Rojas,18-04-2024,15:18:36,1,"El Salvador se convertirá en un gran centro Empresarial . Ojalá esté ejemplo se replique en todos los países d mundo, cuando se gestiona sin robar, alcanza el money ",POS,POS,0.998222768,"El Salvador will become a great business center. I hope this example is replicated in all the countries of the world, when it is managed without stealing, it reaches the money",el salvador se convertir  en un gran centro empresarial   ojal  est  ejemplo se replique en todos los pa ses d mundo  cuando se gestiona sin robar  alcanza el money ,0,"El Salvador se convertir á en un gran centro Empresarial . Ojal á est é ejemplo se replique en todos los pa í ses d mundo , cuando se gestiona sin robar , alcanza el money",36,50,165
303,Google en El Salvador,Vibeke Hoffmann,18-04-2024,02:04:51,4,"El mejor presidente de Latinoamerica!!!! Le dió solución a la delincuencia, mientras mi país Chile se cae a pedazos  grande Bukele ❤️❤️❤️❤️",POS,POS,0.974300683,"The best president in Latin America!!!! He gave a solution to crime, while my country Chile falls apart big Bukele ❤️❤️❤️❤️",el mejor presidente de latinoamerica     le di  soluci n a la delincuencia  mientras mi pa s chile se cae a pedazos  grande bukele ,0,"El mejor presidente de Latinoamerica ! ! ! ! Le di ó soluci ó n a la delincuencia , mientras mi pa í s Chile se cae a pedazos grande Bukele ❤ ️ ❤ ️ ❤ ️ ❤ ️",39,46,131
304,Google en El Salvador,Rafaela Barbara Linares Septiem,18-04-2024,19:41:00,2,Que hombre para tener tanta luz futurista no se le escapa nada lo admiro tanto que llego a idolatrarlo por ser tan especial una cubana que es su fanática sin equivocarme,POS,POS,0.998389363,"What a man to have so much futuristic light, nothing escapes him. I admire him so much that I come to idolize him for being so special, a Cuban who is his fan without being mistaken.",que hombre para tener tanta luz futurista no se le escapa nada lo admiro tanto que llego a idolatrarlo por ser tan especial una cubana que es su fan tica sin equivocarme,0,Que hombre para tener tanta luz futurista no se le escapa nada lo admiro tanto que llego a idolatrarlo por ser tan especial una cubana que es su fan á tica sin equivocarme,33,55,169
305,Google en El Salvador,Maribelg Gonzalez,18-04-2024,02:04:11,1,Bravos bravos,NEU,POS,0.997564077,Brave braves,bravos bravos,1,Bravos bravos,2,4,13
306,Google en El Salvador,Niulvys Cruz Torres,18-04-2024,15:29:58,1,"Usted presidente, es una luz que alumbra nuestro continente ojalá y su luz pueda llegar a cada país y nos devuelva la esperanza de saber que un mundo mejor es posible",POS,POS,0.998231828,"You president, you are a light that illuminates our continent. I hope your light can reach each country and give us back the hope of knowing that a better world is possible.",usted presidente  es una luz que alumbra nuestro continente ojal  y su luz pueda llegar a cada pa s y nos devuelva la esperanza de saber que un mundo mejor es posible,0,"Usted presidente , es una luz que alumbra nuestro continente ojal á y su luz pueda llegar a cada pa í s y nos devuelva la esperanza de saber que un mundo mejor es posible",35,53,166
307,Google en El Salvador,Antonio Hernandez Marroquin,19-04-2024,07:01:48,1,"En hora  buena  a todos  los salvadoreños, y a nuestro  gobierno,,bukele, pionero en el.mundo ,",POS,POS,0.998014331,"Good luck to all Salvadorans, and to our government, Bukele, a pioneer in the world,",en hora  buena  a todos  los salvadore os  y a nuestro  gobierno  bukele  pionero en el mundo  ,0,"En hora buena a todos los salvadore ñ os , y a nuestro gobierno , , bukele , pionero en el . mundo ,",24,34,95
308,Google en El Salvador,Sandra Jácome,18-04-2024,18:46:32,1,"Excelente noticias para el salvador, es de admirar la gestión de este señor presidente Nayid Bukele",POS,POS,0.998213887,"Excellent news for El Salvador, the management of this President Nayid Bukele is to be admired",excelente noticias para el salvador  es de admirar la gesti n de este se or presidente nayid bukele,0,"Excelente noticias para el salvador , es de admirar la gesti ó n de este se ñ or presidente Nayid Bukele",21,29,99
309,Google en El Salvador,Rakel Cespedes,18-04-2024,21:04:17,2,"El mejor presidente que existe !!
Necesitamos un presidente como usted aquí en Perú,  ya que  cada vez se hunde este país,  por que  la corrupción en imparable",POS,POS,0.940645397,"The best president there is!!
We need a president like you here in Peru, since this country is sinking every time, because corruption is unstoppable.",el mejor presidente que existe    necesitamos un presidente como usted aqu  en per    ya que  cada vez se hunde este pa s   por que  la corrupci n en imparable,0,"El mejor presidente que existe ! ! 
 
 Necesitamos un presidente como usted aqu í en Per ú , ya que cada vez se hunde este pa í s , por que la corrupci ó n en imparable",37,49,159
310,Google en El Salvador,Rosa Guzmán,18-04-2024,04:25:23,2,Que viva  El Salvador y Dios bendiga  a El presidente  Nayib Bukele  .,POS,POS,0.992527247,Long live El Salvador and God bless President Nayib Bukele.,que viva  el salvador y dios bendiga  a el presidente  nayib bukele   ,0,Que viva El Salvador y Dios bendiga a El presidente Nayib Bukele .,13,19,70
311,Google en El Salvador,Evelyn Maryolii,19-04-2024,14:10:55,0,"Definitivamente otro nivel, que bien por el salvador",POS,POS,0.998829544,"Definitely another level, good for the savior",definitivamente otro nivel  que bien por el salvador,0,"Definitivamente otro nivel , que bien por el salvador",9,15,52
312,Google en El Salvador,Yesenia Palacios,18-04-2024,13:01:02,1,"Nayib Bukele,  es y será una leyenda de el pulgarcito de América. Dios lo ayude a cuidarce, y lo ilumine en cada decisión a tomar.",POS,POS,0.998468101,"Nayib Bukele is and will be a legend of America's little thumb. May God help you take care of yourself, and enlighten you in every decision you make.",nayib bukele   es y ser  una leyenda de el pulgarcito de am rica  dios lo ayude a cuidarce  y lo ilumine en cada decisi n a tomar ,0,"Nayib Bukele , es y ser á una leyenda de el pulgarcito de Am é rica . Dios lo ayude a cuidarce , y lo ilumine en cada decisi ó n a tomar .",34,46,130
313,Google en El Salvador,Vella Cristal,18-04-2024,02:11:03,0,Amen ,NEU,NEU,0.997313321,Amen,amen ,1,Amen,1,2,5
314,Google en El Salvador,Sandra C Padilla,18-04-2024,22:09:33,1,"Que orgullo de presidente, poniendo en alto nuestro país mejorando la economía de el Salvador.",POS,POS,0.998257935,"What a proud president, elevating our country by improving the economy of El Salvador.",que orgullo de presidente  poniendo en alto nuestro pa s mejorando la econom a de el salvador ,0,"Que orgullo de presidente , poniendo en alto nuestro pa í s mejorando la econom í a de el Salvador .",21,30,94
315,Google en El Salvador,Rq Rosi,19-04-2024,05:04:39,0,Super  Adelante El Salvador  ,POS,NEU,0.970825136,Super Adelante El Salvador,super  adelante el salvador  ,0,Super Adelante El Salvador,4,6,29
316,Google en El Salvador,Eusebio Pavon,19-04-2024,02:00:14,1,La comunicación es importante en la modernización,NEU,NEU,0.900242209,Communication is important in modernization,la comunicaci n es importante en la modernizaci n,1,La comunicaci ó n es importante en la modernizaci ó n,11,13,49
317,Google en El Salvador,Yēnįfēr Rēçînōš,18-04-2024,11:29:57,0,Todos los países necesitan un bukele  de presidente ,POS,NEU,0.994201362,Every country needs a president bukele,todos los pa ses necesitan un bukele  de presidente ,0,Todos los pa í ses necesitan un bukele de presidente,10,15,52
318,Google en El Salvador,Dinora Torres,18-04-2024,09:28:37,0,"Que Bendición,tener  un buen presidente,♥️",POS,POS,0.998765111,"What a Blessing, to have a good president, ♥️",que bendici n tener  un buen presidente ,0,"Que Bendici ó n , tener un buen presidente , ♥ ️",12,14,40
319,Google en El Salvador,Políticamente Incorrecto,18-04-2024,03:29:20,3,"Waaao donde hay seguridad y justicia, hay paz y llega el desarrollo que se traduce en empleo, bienestar y aún impuestos para la nación.",POS,POS,0.79627347,"Waaao where there is security and justice, there is peace and development comes that translates into employment, well-being and even taxes for the nation.",waaao donde hay seguridad y justicia  hay paz y llega el desarrollo que se traduce en empleo  bienestar y a n impuestos para la naci n ,0,"Waaao donde hay seguridad y justicia , hay paz y llega el desarrollo que se traduce en empleo , bienestar y a ú n impuestos para la naci ó n .",31,47,135
320,Google en El Salvador,Rosalina Ferreras,18-04-2024,02:45:20,3,Amo ese presidente desde DR,POS,POS,0.998247385,I love that president from DR,amo ese presidente desde dr,0,Amo ese presidente desde DR,5,9,27
321,Google en El Salvador,Tobar CesarYanny,19-04-2024,17:30:28,0,Viva mi El Salvador y el señor presidente,POS,POS,0.993492305,Long live my El Salvador and Mr. President,viva mi el salvador y el se or presidente,0,Viva mi El Salvador y el se ñ or presidente,10,10,41
322,Google en El Salvador,Ivan Arjona,20-04-2024,07:17:17,0,El mejor presidente del planeta tierra en mundo de hoy. Todos quisiéramos que todos los países del mundo tengamos un presidente como Bukele!!,POS,POS,0.997171938,The best president on planet Earth in the world today. We would all like every country in the world to have a president like Bukele!!,el mejor presidente del planeta tierra en mundo de hoy  todos quisi ramos que todos los pa ses del mundo tengamos un presidente como bukele  ,0,El mejor presidente del planeta tierra en mundo de hoy . Todos quisi é ramos que todos los pa í ses del mundo tengamos un presidente como Bukele ! !,30,43,141
323,Google en El Salvador,Sonia Martinez,19-04-2024,02:54:15,1,"Dios lo bendiga, Señor Presidente; Nayib Bukele.",POS,POS,0.988072515,"God bless you, Mr. President; Nayib Bukele.",dios lo bendiga  se or presidente  nayib bukele ,0,"Dios lo bendiga , Se ñ or Presidente ; Nayib Bukele .",12,17,48
324,Google en El Salvador,Elena Rivera,18-04-2024,03:06:12,2,Que lindo,NEU,POS,0.99827385,How nice,que lindo,1,Que lindo,2,3,9
325,Google en El Salvador,Eliz ぁ,19-04-2024,23:58:42,1,Graciela Ester García Selvestrelli Amén  también no pierdo las esperanzas de que mi país Ecuador  tengamos también un gran líder que las cosas cambien ,POS,POS,0.977633297,Graciela Ester García Selvestrelli Amen I also do not lose hope that my country Ecuador will also have a great leader that things will change,graciela ester garc a selvestrelli am n  tambi n no pierdo las esperanzas de que mi pa s ecuador  tengamos tambi n un gran l der que las cosas cambien ,0,Graciela Ester Garc í a Selvestrelli Am é n tambi é n no pierdo las esperanzas de que mi pa í s Ecuador tengamos tambi é n un gran l í der que las cosas cambien,36,45,151
326,Google en El Salvador,César Nahuel,18-04-2024,23:11:40,0,"Es el mejor presidente del mundo
Saludos desde Chile.",POS,POS,0.99858737,"He is the best president in the world
Greetings from Chile.",es el mejor presidente del mundo saludos desde chile ,0,"Es el mejor presidente del mundo 
 
 Saludos desde Chile .",10,16,53
327,Google en El Salvador,MarianaJayerlin Benavides,18-04-2024,12:36:37,0,Total,NEU,NEU,0.851764858,Total,total,1,Total,1,1,5
328,Google en El Salvador,Graciela Ester García Selvestrelli,18-04-2024,03:32:03,2,Eliz ぁ bendiciones!! No pierdo esperanza q Dios tenga preparado un líder así en argentina,NEU,POS,0.998787463,Eliz ぁ blessings!! I do not lose hope that God has prepared a leader like this in Argentina,eliz  bendiciones   no pierdo esperanza q dios tenga preparado un l der as  en argentina,1,Eliz ぁ bendiciones ! ! No pierdo esperanza q Dios tenga preparado un l í der as í en argentina,20,29,88
329,Google en El Salvador,Guadalupe Ceron,18-04-2024,19:47:18,0,M Carlos Sumano Diaz gracias venga y será bien venida acomer pupusas,NEU,POS,0.998864532,M Carlos Sumano Diaz thank you come and you will be welcome to eat pupusas,m carlos sumano diaz gracias venga y ser  bien venida acomer pupusas,1,M Carlos Sumano Diaz gracias venga y ser á bien venida acomer pupusas,13,22,68
330,Google en El Salvador,Alejandra Rugerio,18-04-2024,05:23:47,0,Wendy Nuñez es que tiene a Dios en su corazón,NEU,POS,0.998426199,Wendy Nuñez has God in her heart,wendy nu ez es que tiene a dios en su coraz n,1,Wendy Nu ñ ez es que tiene a Dios en su coraz ó n,14,13,45
331,Google en El Salvador,Noemí Cabarcas,18-04-2024,02:18:06,1,Mercy Sierva D Dios amén amén amén amén Meda mucha alegría por todo lo q  está sucediendo en ese país mil bendiciones,POS,POS,0.981772184,Mercy Servant D God amen amen amen amen Meda much joy for everything that is happening in that country a thousand blessings,mercy sierva d dios am n am n am n am n meda mucha alegr a por todo lo q  est  sucediendo en ese pa s mil bendiciones,0,Mercy Sierva D Dios am é n am é n am é n am é n Meda mucha alegr í a por todo lo q est á sucediendo en ese pa í s mil bendiciones,35,42,117
